trait.name,T,trait,system_ID,mosquito_species,pathogen,lead_author,year,final.trait,transform,trait.from
b,25,0.791,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,25,0.908,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,25,0.929,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,25,0.789,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,30,0.395,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,30,0.801,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,30,0.673,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,30,0.755,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,30,0.763,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,30,0.502,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,b,Identity,b
b,10,0.081,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,10,0.041,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,10,0.003,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,10,0.14,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,15,0.362,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,15,0.485,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,15,0.603,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,15,0.361,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,15,0.486,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,15,0.562,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,15,0.681,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,20,0.723,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,20,0.62,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,20,0.651,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,20,0.519,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,20,0.419,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,20,0.197,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,20,0.438,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,25,0.603,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,25,0.509,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,25,0.393,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,25,0.394,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,25,0.202,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,25,0.163,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,30,0.523,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,30,0.69,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,30,0.374,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,30,0.123,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,30,0.08,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,30,0.002,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
b,30,0.001,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,b,Identity,b
c,30,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,30,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,30,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,30,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,30,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,30,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,30,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,0.97,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,20,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,20,0.96,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,20,0.96,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,20,0.92,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,20,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,20,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,20,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,20,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,15,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,15,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,15,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,15,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,15,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,15,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,15,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,15,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,15,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,0.96,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,30,0.58,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,30,0.66,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,30,0.42,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,30,0.52,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,30,0.64,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,30,0.71,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,30,0.48,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,25,0.56,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,25,0.62,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,25,0.66,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,25,0.56,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,25,0.56,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,25,0.65,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,25,0.52,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,25,0.56,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,20,0.72,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,20,0.4,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,20,0.72,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,20,0.66,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,20,0.46,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,20,0.68,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,20,0.68,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,20,0.52,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,15,0.36,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,15,0.32,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,15,0.2,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,15,0.36,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,15,0.21,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,15,0.28,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,15,0.51,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,15,0.6,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,10,0.04,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,10,0.04,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,10,0,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
c,10,0.08,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Shocket,2020,c,Identity,c
b,10,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,14,0.12,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,18,0.3,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,18,0.45,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,18,0.45,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,22,0.59,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,22,0.81,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,26,0.42,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,26,0.79,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,26,0.46,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,26,0.9,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,30,0.6,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,30,0.85,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,30,0.75,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
b,30,0.75,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,b,Identity,b
c,18,0.6,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,0.7,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,32,0.2,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
bc,25,0.28,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,32,0.07,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,bc,Identity,bc
c,18,0.89,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,18,0.94,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,18,0.94,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,1,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,0.86,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,25,0.8,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,32,0.72,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,32,0.21,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
bc,18,0.27,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,25,0.31,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,25,0.34,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,32,0.21,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,32,0.04,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,bc,Identity,bc
c,15,0.08,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,15,0.04,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,15,0.04,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,15,0.08,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,15,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.12,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.24,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.24,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.2,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.36,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.604,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.765,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.484,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.764,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.336,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,32,0.644,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,32,0.845,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,32,0.965,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,32,0.924,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,32,0.933,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,15,0.082,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,15,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,15,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,15,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.122,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.04,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.162,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.322,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.122,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.364,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.244,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.524,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.322,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,22,0.253,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,32,0.964,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,32,0.884,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,32,1,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,32,1,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
bc,15,0.04,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,15,0.04,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,15,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,15,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,18,0.08,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,18,0.08,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,18,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,18,0.04,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,22,0.28,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,22,0.52,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,22,0.319,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,22,0.519,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,32,0.241,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,32,0.281,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,32,0.281,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,32,0.481,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,15,0.04,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,15,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,15,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,15,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,18,0.04,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,18,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,18,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,18,0,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,22,0.24,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,22,0.2,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,32,0.241,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,32,0.161,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
bc,32,0.441,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,bc,Identity,bc
c,10,0.089,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,c,Identity,c
c,17,0.563,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,c,Identity,c
c,17,0.573,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,c,Identity,c
c,17,0.691,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,c,Identity,c
c,24,0.501,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,c,Identity,c
c,24,0.88,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,c,Identity,c
bc,21.1,0.329,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,21.1,0.571,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,21.1,0.5,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,21.1,0.569,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,21.1,0.76,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,21.1,0.639,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,26.7,0.4,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,26.7,0.651,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,26.7,0.865,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,26.7,0.865,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,26.7,0.552,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,32.2,0.645,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,32.2,0.82,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,32.2,0.851,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,13,0.25,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,26,0.462,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
bc,33,0.357,Aedes spp. / other togavirus,Aedes spp.,other togavirus,Shocket,2020,bc,Identity,bc
c,10,0.431,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,0.372,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,0.333,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,10,0.3,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,17,0.55,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,17,0.65,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,17,0.431,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,17,0.302,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,17,0.23,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,24,0.301,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,24,0.24,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,24,0.331,Culex spp. / other togavirus,Culex spp.,other togavirus,Shocket,2020,c,Identity,c
c,18,0.136,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.289,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,18,0.29,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,20,0.422,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,20,0.243,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,20,0.425,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,26,0.331,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,26,0.599,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,26,0.361,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,26,0.774,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,26,0.852,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,26,1,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,26,1,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,26,0.71,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,30,0.832,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,30,0.62,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,30,1,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,30,0.88,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,30,1,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
c,30,1,Culex spp. / WNV,Culex spp.,WNV,Shocket,2020,c,Identity,c
bc,14,0.603,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,14,0.8,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,14,0.402,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,14,0.749,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,14,1,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,14,0.602,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,14,1,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,14,1,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,14,0.334,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,14,1,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,18,0.598,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,18,1,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
bc,18,1,Culex univittatus / WNV,Culex univittatus,WNV,Shocket,2020,bc,Identity,bc
